地區,村里碼,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,編碼,學歷,經歷,政見,unique
新北市新莊區豐年里,6,歐士民,2,男,1976,無黨籍及未經政黨推薦,1029,0.489,0,否,720005062,新莊國泰國小、新莊國中、私立豫章工商建築科、四海工專土木工程科畢(現德霖科技大學)。,豐年福德宮副主委、嘉義同鄉會組長、新莊國中家長會家長代表、朴子配天宮將軍會台北分會會長、新北市生活關懷協會常務監事、鴻邑室內裝修有限公司工務經理、天億創新精品刺繡公司董事長、神將製作工廠工藝師兼講師。,1.效法前老里長陳萬塗(阿萬)先生的精神，要找里長7.加強老人、殘障、婦幼及低收入戶弱勢團體福利服務工作。一定找得到。8.加強防火巷排水溝疏通及清理消毒確保環境衛生。2.公開透明化資源回收基金運作使用流程。9.特聘律師提供免費法律諮詢及急難救助。3.舉辦銀髮族老人共餐。10.設立街上一樓多功能辦事處，提供巡守隊、環保義工、里4.爭取里內清寒獎學金與勤奮學子獎學金。民聯誼中心等5.爭取豐年國小幼稚園增開班級。11.e化社區里民網路平台，隨時相互聯繫、交流。6.里內舉辦研習活動，75歲以上里民免費參加。12.以德處事、表達民意、事事關心、服務熱心。,1
新北市新店區明德里,2,許漢隆,1,男,1964,中國國民黨,1511,0.688,1,否,720006021,省立宜蘭高中畢業世界新聞專科學校三年制畢業世新傳播學院平面傳播科技學系－工學系畢業,1.務農、耕種2.裕台企業股份公司中華印刷廠3.裕華彩藝股份公司之董事及業務主管4.紅藍彩藝股份公司業務專案經理5.現任台北新殿大廈管理委員會-主任委員,1.專職里長、服務里民、宣導政令、反應民情，並巡視傾聽里民的心聲及建言。2.加強環境照明維護、路面平坦、溝渠通暢、定期消毒，落實環境衛生及美化社區。3.成立明德志工隊，維護社區環境整潔，鼓勵鄉親「在地深耕、在地成長及在地服務」。4.關懷弱勢里民，爭取里民福利，里民第一優先。5.舉辦里民聯誼活動，催促瑠公圳清潔安全維護，及杜絕臭氣飄散，提昇文化及生活品質。6.爭取並監督落實各項經費，建設美好環境，創造出「幸福信念」及「里民一家親」的目標。7.建議政府里監視器改善、維護及有效打擊犯罪。讓「生命、財產、安全」三大信念有保障。8.協助推動都市更新，改變社區創新環境。9.與周邊各里敦睦結合，辦理各項通報以及聯繫等工作，以收事半功倍之效。,1
新北市新店區明德里,2,郭仁杰,2,男,1973,無黨籍及未經政黨推薦,685,0.3119,0,否,720006022,中國科技大學建築工程科畢五峰國中、中正國小,眾嬴商貿有限公司負責人ING安泰人壽業務經理新北市青年工作會新店區副會長國民黨新店黨委員暨第廿區分部常委,1.爭取市府經費補助，於各路口裝設監視器，保障里民身家安全。2.成立社區巡守隊，保護里內居民安全。3.改善巷弄間道路停車之規劃，增加汽機車停車格的數量。4.舉辦環保、旅遊、交通、休閒、藝文、財經、保險、長照2.0及法律的資訊講座。5.協助申請老舊社區房舍都市更新建設。6.增設大豐國小側門綠色人行通道，加強學童行走安全。7.爭取瑠公圳明德里路段之水溝使用權，將水溝整治後覆蓋，美化環境，增加休憩場所或停車空間。8.加強里民與公部門溝通聯繫的管道，成立Line＠群組，讓里民能夠即時獲得訊息。,1
新北市新店區忠誠里,43,陳弘銘,1,男,1957,無黨籍及未經政黨推薦,283,0.1925,0,否,720006431,滬江高中畢業,神通電腦股份有限公司職員亨聯國際股份有限公司經理巧亞藝術有限公司負責人秉泓環保科技公司負責人,1.反對設籍不在戶，未實際居住本里的人士參選里長一職。2.活化里長職務機能及優質化為本里服務品質：有想法，有做法，積極主動執行本里公辦及鄉親交辦事務。設立數位服務資訊平台；公開溝通，確實反映爭取本里公共需求，保障我們的環境建設與社福權益。絕對不會終年關門閉戶，耍特權躺著幹，僅做輕率不實的假面活動與設施。3.致力促進本里成為有溫度、健康快樂的幸福社區：經常性舉辦身心健康為取向的社區活動，讓我們各鄰戶老少能有更多的良性互動，進一步活化我們住區的人文特性與健康環境。,1
新北市新店區忠誠里,43,高子誼,2,女,1972,無黨籍及未經政黨推薦,1187,0.8073999999999999,1,否,720006432,景文科技大學休閒管理系-專科畢,1.於新店區公所任職27年，專任里長反應案件及為民服務工作，為民爭取各項福利。2.磐座建設股份有限公司董事長特助,1.美化本里瑠公圳水岸環境，重現瑠公圳風華，打造新店綠川。2.關心獨居與失能老人居家服務，定期訪視獨居長輩、低收及弱勢族群，保護婦幼安全，辦理健康醫療講座及免費健康檢查，打造安心健康鄰里。3.重視里內環保，清理水溝及消毒環境，維護鄰里街道清潔，杜絕傳染病媒蚊的滋生，營造乾淨鄰里環境。4.開辦進修及才藝專班、親子課程等活動，建立鄰里學習風氣，促進家庭與社區熱絡互動。5.里政推廣經費透明化，定期公告讓里民知悉，廣納里民建言，落實決策公開、公正、公平及里民共享。6.加強里民溝通管道，成立里內line群組，提供即時反應問題與溝通的平台，也能透過群組使里民知道第一優先訊息。,1
新北市新店區和平里,53,閻培樞,1,男,1970,中國國民黨,353,0.6086,1,否,720006531,南強商工憲兵學校,新店獅子會顧問直潭警友站顧問,1、照顧本里低收戶及弱勢族群，鼓勵青年學子認真向學，定期舉辦學生獎助學金發放。2、定期舉辦本里銀髮族健康講座，關懷社區獨居老人。3、定期消毒巷弄，環境整潔，綠美化社區，提升里民居家環境生活品質。4、定期舉辦消防安檢宣導，確保里民居家安全。5、本里每年定期與衛生所配合做防癌篩檢。6、定期舉辦里民自強活動，文康聯誼晚會，環保政策宣導，以敦親睦鄰，提升里民生活素質。7、配合政府推動老舊社區之都市更新，以開創美好社區新環境。,1
新北市新店區和平里,53,吳自明,2,男,1979,無黨籍及未經政黨推薦,227,0.3913,0,否,720006532,大豐國小五峰國中開明高中,曾任：工地主任現職：全能國際開發有限公司負責人札幌炎神拉麵店長新北市新店十四張斯馨福德正神信眾會總幹事斯馨祠土地公廟管理委員會祭祀組長,1.保障屋主權益，合理土地重畫。2.加強里內環境清潔成立環保志工隊。3.舉辦里內老人共餐。4.加強里內治安成立守望相助巡守隊。5.擴大辦理里內資源回收。6.每年舉辦旅遊活動及各式才藝、親子課程。7.定期舉辦醫學養生講座及免費健康檢查。8.定期清理水溝及全里消毒。9.里民請託馬上辦理。,1
新北市新店區達觀里,68,金威,1,男,1969,中國國民黨,1120,0.563,1,否,720006681,中正國防幹部預備學校,國防大學政治作戰學院全威影視製作公司總經理達觀A1社區管委會主委中國國民黨新店黨部組長,01.爭取自來水託管，繼續努力完成歷屆里長未完成之政見。02.積極與大公會配合，定期維護送水設施，保障居民用水。03.擋土牆全面智能監控與定期安檢，確保山坡地居家安全。04.爭取市府污水排放接管，以維護大自然生態與公共衛生。05.嚴格監督達觀里內所有新增建案，為里民爭取最大權益。06.達觀路全線增設監視器，以確保里民及加壓站設施安全。07.協調達觀會館做為里民活動中心與會所，促進社區繁榮。08.擴大舉辦各項文康、旅遊等休閒活動，強化各社區交流。09.免費法律諮詢與急難救助，善用資源協助弱勢關懷長者。10.積極爭取各項公款補助，里基層所有經費全部公開透明。,1
新北市新店區達觀里,68,桂天,2,男,1965,無黨籍及未經政黨推薦,869,0.4369,0,否,720006682,興南國小中和中學及人高中世新大學（三年制專科）,大中和證券公司，鈞泰建設公司，緯來傳播公司，生華傳播公司，衛普衛星電視，傑士強生公司，拍貼王國際公司。,1.持續科學監測擋土牆，排水溝渠清淤，野溪維護等大地安全。2.推動社區自來水設備委由政府代管，穩定達觀社區用水。3.因應高齡趨勢，經營社區系列長青活動，讓達觀成為頤養天年模範社區。4.因應輕軌通車，增設輕軌車子路站，到社區各分區接駁車。5.善用社區獨特生態環境，推廣友愛大自然系列活動。6.於寒暑假期間，舉辦親子「二叭子植物園」營隊，認識山林。,1
新北市樹林區東昇里,20,詹麒叡,1,男,1978,中國國民黨,1651,0.6232,1,否,720007201,私立南山高職美工科畢業,1.東昇里里長助理（服務㆓年）。2.東昇里守望相助隊隊員。3.東昇福德宮委員。4.東昇陽實業㈲限公司負責㆟。5.彭福國小家長會副會長。6.㆓重國㆗棒球隊後援會會長。7.國凱福星㈳區主任委員。,"1.秉持岳父洪辰祐里長遵命叮囑,重視里民需求,用最認真的態度去做,熱誠繼續為東昇里打拼,將岳父的精神及服務理念繼續傳承㆘去2.持續保持全里㆔通路面㈬溝路燈1路面平坦順暢通行2㈬溝暢通不會漏㈬3各巷道路燈會明亮3.全力推動打造㈩㆓股圳櫻花步道4.全力加速推動東昇公園㆓期工程5.持續推動銀髮俱樂部,提供長輩們共同共餐及同樂的㉁閒場所6.持續推動本里藝文活動例如:㆓胡書法格子舞動健康7.落實全里環境整潔,清除髒亂,定期消毒8.建立東昇里官方LINE結合東昇里臉書專區,讓里民即時收到廣播訊息不漏接,也讓里民可用LINE隨時反映需要服務的事㊠,做到便民及㈾訊公開",1
新北市樹林區東昇里,20,洪國宬,2,男,1987,無黨籍及未經政黨推薦,998,0.3767,0,否,720007202,樹林國小育林國㆗莊敬高職,現任：東昇福德宮委員東海清宮委員㆝㆖仁間茶莊負責㆟,里民的小事，就是里長的大事，國宬服務不分族群黨派，爭取經費建設㊝質快樂東昇里。１.主動、創新、積極：全職里長，用心服務。２.治安的維護：爭取㈼視器設置以及汰舊換新，防㈫巷設置感應照明燈，定期配合治安會報，里內安全㈲保障。３.環境的維護：持續加強各角落環境綠美化，並且每㆒個禮拜清掃㆒次㈩㆓股圳㈭棧道。４.積極爭取㈾源回收站，㈾源回收盈餘款㊠：專㆟管理，公開透明，回饋里內建設照顧弱勢家庭。５.積極爭取里內各㊠建設。,1
新北市鶯歌區同慶里,7,林禹辰,1,男,1963,中華統一促進黨,273,0.2967,0,否,720008071,景文高中畢業,"1.鶯歌捏陶雕塑發展協
會,創會-主任委員
2.鶯歌同慶里巡守隊,
創隊隊長。","1.服務里民,造福鄉里。
2.爭取國內外旅遊團參訪陶瓷老街,創造商機。
3.爭取里內的各項公共建設,福利里民。
4.強化里內巡守隊功能,維護治安,保障里民安全
5.關懷里內國中、小學的勢學童。
6.成立老人及幼兒臨時照護中心。",1
新北市鶯歌區同慶里,7,張素燕,2,女,1966,無黨籍及未經政黨推薦,647,0.7031999999999999,1,否,720008072,高中職,"新北市鶯歌區陶瓷藝
術發展協會第八、九
屆理事長
福緣原木仿古傢俱負
責人
萬能科技大學EMBA就
讀","1.配合環保政令成立資源回收
2.恢復里守望相助隊運作,加強里民身家安全防護
3.定期辦理銀髮族共餐話家常
4.成立同慶里志工團隊
5.妥善管理里民活動中心,辦理各項課程及休閒
活動
6.定期召開里民座談會傾聽里民意見",1
新北市淡水區埤島里,9,楊成俊,1,男,1954,無黨籍及未經政黨推薦,203,0.2208,0,否,720010091,私立珠海高中畢,"新北市淡水區藝術
造村發展協會理事
台灣藝衛聚落發展
協會理事長
埤島生活藝術學國
負責人
坤島共耕團隊負責人","一里一色,里山倡議
*閒置農地再生:
1.埤島里開放社區改善計劃
2.島里閒置農地租質計劃
*埠島共耕團隊:生態、再生、有機、健康、共耕、食安
、休閒、環境.
*維護生態環境:
1.公司田溪護溪整治計劃
2.產業道路生態美化計劃
*建立網路服務:
1.建立網路手機服務計劃。
2.建立農漁產品即時行銷計劃。
*里志工服務團:
1.發行坤島里志工券計劃。
2.招募志工與機械整合計劃
*建立食安機制:
1.共、共購、共饗計劃
2.建立產品評鑑團計劃。",1
新北市淡水區埤島里,9,蔡正忠,2,男,1966,無黨籍及未經政黨推薦,716,0.7791,1,否,720010092,高中畢業,"坤島共耕團隊負責人
元詮企業有限公司
廠長
坤島里第八鄰鄰長
、巡守隊、環保志工","促進坤島里環境衛生,強化治安功能期許民眾安居樂業
發展農業再生、無毒家園、竭力為民服務",1
新北市淡水區幸福里,40,盧文彬,1,男,1973,無黨籍及未經政黨推薦,547,0.2552,0,否,720010401,"淡水國小
淡水國中
省立泰山高中
北臺灣科學技術
學院(二專)","大順有限電視、北
海岸有線電視(股)
、紅樹林有線電視
(股)、台灣大寬頻","1.營造社區特色,推動幸福商圈
2.積極爭取經費配合甲內公益活動,公平分配資源
3.落實環境衛生,美化馬路巷道,提昇全里生活質
4.關懷婦幼安全,關心勢團體,注重老人及青少年活動
5.真心服務 用心做好建设,確保里民福利及權益",1
新北市淡水區幸福里,40,李佳倩,2,女,1974,無黨籍及未經政黨推薦,1596,0.7447,1,否,720010402,"重慶女中
十信高中","淡水區鄧公園小志
工故事媽媽
湊水區幸福里志工","、建議爭取自來水廠舊址增設公托中心樂齡教室
二、協助都市更新發展幸福商圈。
三、增設監視系統防止犯罪發生,加強巡守團隊掃蕩治安死角,
維護警政聯防.
四、繼續里內每週法律詢平台
五、繼續培育環保志工落實資源回收
六、定期環境消毒,防止各種疾病,道路清潔維護提高生活品質
七、增進里民聯誼.定期舉辦活動關懷鄰里老人婦幼熙顧
八、協助弱勢及急雞救助共創和諧幸福·
九、全職專業里長凝聚鄰里共議,配合政府各項福利政策。",1
新北市淡水區學府里,41,林文成,1,男,1962,無黨籍及未經政黨推薦,1227,0.5602,1,否,720010411,"淡水國小
淡水國中
高商畢",餐飲業,"增加安裝路口及巷道監器,並加強巡守人員之配備與組訓,充
分發揮守望相助的精神。
本里防火巷與死角之環境清潔,定期做好下水道與水溝清除消毒
每月配合里環保志工進行資源回收
定期柏油路面鋪新.
改善鄧公園小東側門交通擁擠現象。
結合社會資源與里內愛心志工,積極關懷里內弱勢長者。",1
新北市淡水區學府里,41,何月霜,2,女,1960,中國國民黨,963,0.4397,0,否,720010412,"淡水國小
淡水國中
十信高職","曾任:、淡水志
願服務團第一任團
長·二、新北市社
會局北海岸社福中
心志工隊大隊長。
現任:一、新北市
湊水區學府社區發
展協會理事長。二
、新北市消防局防
火宜導隊淡水分隊
分隊長・三、新北
市警察局警察志工
隊淡水中隊副中隊
長·四、鄧公國小
家長會常務委員暨
導護志工。","一、積極爭取小型公共建設並配合政令宜導,帶給里民健、快
樂、安全與幸福
二、不定期舉辦各種活動及講座,增進里民情誼互動及知譏。
三、設立關懷據點,關銀髮族及婦幼
四、加強本里化服務,即回應里民意見。
五、里民的小事情,就是我的大事情。",1
新北市汐止區保安里,11,蘇忠吉,1,男,1966,無黨籍及未經政黨推薦,542,0.5796,1,否,720011111,1.保長國小畢業。2.秀峰國中畢業。3.復興工商專科學校畢業。,1.日達福第社區主委。2.龍璽社區副主委。3.保長坑橋頭福德宮副主委。4.保長國小家長會長及導護志工。5.汐止長青關懷協會（大埔老人會）總幹事。6.汐止警分局長安義警書記。7.明日之星歌友協會總幹事。8.汐止後憲總幹事。9.汐止家協理事長。,一、建設：1.設置保安里立體停車場，解決里民停車問題。2.爭取消防局訓練中心改建為保安里親子運動公園。3.爭取保長坑地區設立YouBike腳踏車租借站。4.爭取設立保長坑溪畔親水公園。5.定期召開里民大會，聽取寶貴意見，促進里內建設發展。6.爭取將保安里活動中心改造為運動中心，開放給里民使用。二、環保：設立保安里玩具、衣物、傢俱等二手貨物交換分享中心。三、治安：成立保安里巡守隊，守護里民居家生活安全。四、文化：1.定期舉辦里內藝文活動促進里民情誼。2.開辦里民藝文課程促進里內文化升等。3.推動里內長者文藝活動，營造保安里友善樂活環境。,1
新北市汐止區保安里,11,蔡進發,2,男,1965,無黨籍及未經政黨推薦,393,0.4203,0,否,720011112,秀峰國中畢,現任：一、保安里環保志工隊隊長二、長安民防分隊副分隊長曾任：一、保安里第三鄰鄰長二、保長國小家長會副會長,1、爭取成立保安里守望相助隊，警民合作，維護里民及夜歸婦女的安全。2、運用公所經費清理環境及綠美化、清理水溝、清除雜草、維護環境衛生，建立乾淨的市容，提升里民居住品質。3、爭取經費改善里內巷道路面及老舊排水溝，改善路面平坦及排水問題。4、關懷里內老人及弱勢家庭，協助申請相關社會福利。5、爭取在里內適當地點設置YouBike公共自行車，造福里民。6、道路、路燈、水溝蓋隨時通報維護，營建里內路平、燈亮，保安里民。7、定期辦理里內活動，以利里民情感交流，提升居民守望相助功能、建立友善祥和的保安里。,1
新北市汐止區環河里,38,杜璧娟,1,女,1963,民主進步黨,551,0.6695,1,否,720011381,新莊國中,汐止市民代表助選員。環河里環保志工。環河里守望相助隊隊員。環河里辦公室助理。,情感強化：建立互通群組，活絡並凝聚鄰里情感互助。舉辦各項里民活動，增進里民感情交流。協助弱勢族群申請各類補助，主動關懷長者，弱勢者及獨居老人生活關懷。環保強化：加強各巷弄清潔維護、專人維護打掃。成立環保志工，協助清掃巷弄整潔。定期實施環境消毒、不定期除草，修剪樹枝。堅持路平、燈亮、溝渠清。治安強化：延續環河里守望相助隊。配合警察加強里內巡邏，以維護里民安全。責任、堅持：從心做起，誠心誠意，服務不分藍綠不分族群。聽取里民聲音，反映民意，維護權益，解決問題。創造團結、和諧、環河里。,1
新北市汐止區環河里,38,黃福長,2,男,1964,無黨籍及未經政黨推薦,272,0.3304,0,否,720011382,汐止國中畢業。,瑞禾企業有限公司負責人。現任北祐宮主任委員。北巡代天府榮譽顧問。天旨普恩宮顧問。華夏工專肄業。,一.讓環河里脫胎換骨，打造最優質的生活住居環境。二.活化環河市民活動中心，絕對落實里民共餐。三.整合所有資源，成立環河里全新的文教中心、學子圖書館。四.積極推動弱勢里民，孤苦長輩關懷系統，讓吾鄉吾土不再有號寒啼飢之聲。五.徹底洗刷過往不堪的印記，讓環河里發光發熱，榮譽再次傳現。,1
新北市汐止區東勢里,39,賴一山,1,男,1954,無黨籍及未經政黨推薦,1257,0.5609000000000001,1,否,720011391,華洲高級工商職業學校畢業,東勢里環保志工隊隊長白雲國小志工及交通導護台北市南港紳士協會智庫委員賴百長祭祀公業法人管理人凌電貿易公司負責人中華民國紳士南港分會三任會長中華民國紳士總會二任常務理事300-A2區愛國獅子會會員師範大學人文學科推廣及社區營造,一、爭取市府經費補助，於本里交通路口、安全死角，全面裝設閉路監視器。二、全力規劃本里環境衛生之事務。三、爭取電線桿電纜設施，全面地下化。四、落實本里交通要道、馬路平坦，不再面臨「坑坑疤疤」之窘況。五、成立「東勢里愛心巡守隊」。六、經常性舉辦本里旅遊，促進里民與社區之間情感熱絡。七、全力爭取本里便利公車全線規劃，務實車次穩定，車時穩定。八、全力協助各社區居住多元發展，加強里公佈看板功能，除了讓里民資訊充分流通，更能了解社區間動態，與政府宣導事項。九、協調本里民間市場重新規劃且多元招商，務求提供更優質便利買賣環境。十、促請本里污水下水道能早日規劃、施工完成。十一、東勢街人行道加裝反光片，以降低交通事故發生。,1
新北市汐止區東勢里,39,楊貴生,2,男,1956,中國國民黨,984,0.439,0,否,720011392,專科畢業自學進修,"中國國民黨工。全黨代表九龍商行,楊廚餐飲負責人中國文化大學助理講師汐止後備軍人輔導中心督導迎旭大愛慈善協會理事汐止橫科派出所民防義警總幹事",(1)里長專職服務：每日活動中心里辦公室，必須打卡、從「聽」做起、盡洪荒之力作里民之事，解決問題。(2)東勢街山坡地，時常坍方加強防護網施作，追蹤工程，保障生命財產安全。(3)定期清理水溝，積極爭取改善（芳園街）免受大雨淹水之苦。(4)山坡邊坡：爬蟲類、蛇等，出沒驚嚇危害里民安全；應要定期除雜草。(5)路平專案：東勢大道彎道多，汽車、機車緩慢急轉彎，需要增加反光鏡，時時都需要注意夜間路燈，巷弄明亮，防範竊賊宵小、保障小孩、婦女安全回家的路。(6)愛心關懷：獨居老人，協助弱勢及貧困與新住民家庭，組織義工定期探望照顧協助事項。(7)定期舉辦：美食、銀髮族、貧困家庭共餐、活動力、遵行老吾老以及人之老，幼吾幼以及人之幼美德。(8)加強宣導防火常識，家戶增加防煙設備、警鈴、保障住宅安全。(9)營運接駁：交通公車F901協調改到捷運南港展覽館站。建言823公車，改為小型巴士，協調跟F901一樣可以到達山莊。,1
新北市瑞芳區爪峯里,7,吳蔡寶春,1,女,1957,無黨籍及未經政黨推薦,735,0.3531,0,否,720012071,瑞芳國中畢業,臺北縣瑞芳鎮爪峰里第15屆里長臺北縣瑞芳鎮爪峰里第18屆里長,1.基隆河岸除草保持整潔外，爭取增加休憩設施、搖搖椅運動器具，基隆河岸成為爪峰里民，早、晚散步、休憩的好地方。2.關心幼兒健康爭取補助幼兒營養品或營養餐經費。3.建立里內獨居老人檔案，成立關懷據點照顧獨居老人，讓子女能安心在外工作。4.本里各路口設置監視器，維護里內治安。5.里辦公處設於一樓，讓身心障礙者或老人便利接洽事物，服務里民，讓里民洽公容易。6.成立環保志工隊，里內隨時保持乾淨整潔。7.24小時不打烊，服務到家。,1
新北市瑞芳區爪峯里,7,簡明慧,2,男,1965,無黨籍及未經政黨推薦,1346,0.6468,1,否,720012072,瑞芳國中畢業、瑞芳國小畢業。,瑞芳區爪峰社區發展協會理事長瑞芳分局警察志工中隊總幹事瑞芳國中家長會暨校友會會長瑞芳區瑞慈宮媽祖會委員瑞芳區福德宮及忠仁廟等委員,1.有星爪峰：維護環保五星持續資源回收，增募志工及推動月清潔日。2.有馨爪峰：落實宜家樂活、服務老人共餐、健康義診與送餐獨居長者。3.有心爪峰：增辦樂齡活動、關懷新住民辦籃球賽且頒學子獎學金。4.有興爪峰：維護河堤步道，連結東和里區，興建完工以擴增休閒空間。5.有新爪峰：辦理里民大會，成立巡守小隊，增監視器及解決停車問題。,1
新北市瑞芳區新山里,23,周金柱,1,男,1960,無黨籍及未經政黨推薦,65,0.2519,0,否,720012231,基隆市培德高職補校,無,1.無薪里長，2.服務里民。,1
新北市瑞芳區新山里,23,吳苓芳,2,女,1972,無黨籍及未經政黨推薦,193,0.748,1,否,720012232,台北縣貢寮鄉貢寮國民小學畢業。台北縣貢寮鄉貢寮國民中學畢業。,新北市黃金博物館參與式預算。拼布課程班講師。,1.熱誠、奉獻維護里民的尊嚴及福祉。2.落實為民服務之義務、創造安和樂利、均衡建設祥和安定的新山里。,1
新北市瑞芳區濓洞里,28,陳美杏,1,女,1967,無黨籍及未經政黨推薦,160,0.5063,1,否,720012281,西班牙Navarra大學：新聞系碩士,西班牙駐台商務辦事處：秘書電視台：企劃、編劇報社：記者台東社區產業：經理猴水金九：文史工作者,故鄉蛻變，礦山翻轉水南洞，風景優美，擁有偌大的停車場和採金遺址。1.未來，將啟動文化創意產業，向中央各部會、市府，爭取攤位和市集，輔導青年返鄉創業、就集。2.盈餘回饋鄉里，提供老人免費共餐（便當）。3.爭取閒置空間，成立「老人宿舍」，讓行動不便的長者，獲得良好照顧，與老友們一起在水南洞頤養天年。,1
新北市瑞芳區濓洞里,28,吳昇家,2,男,1976,無黨籍及未經政黨推薦,156,0.4936,0,否,720012282,濂洞國小欽賢國中聖心高中電機科中華科技大學電機工程科（附設專科部二年制）,室內配線丙級技術士ADS國際潛水一星教練新北市義勇消防總隊隊員,1.認真踏實，服務里民2.積極為里民爭取福利及建設3.關懷長者及弱勢,1
新北市土城區廷寮里,19,蘇千祝,1,女,1968,無黨籍及未經政黨推薦,1182,0.452,0,否,720013191,"崇右企專(二專)
金甌商職
古亭女中
螢橋國小","安親班老師、社區總幹事
台北縣縣議員林阿坤志工服務
團隊
新北市市議貢林銘仁志工服務
團隊
新北市民俗發展協會常務監事
民進黨土城區廷察里里零員","幸福廷察一安全、溫馨、成長
争取設置自來水加壓站,解決山上社區以及水豐工業區的用水問題。
爭取廷紧滿整治到永豐路,和城路連通至明德路。
推動社區長照制度、老人日間照護、建立髮族俱樂部,增加銀髮族的社交與聯誼活動。
推動樂活學習與幼成長課程:例如歌唱班、柔樂求力球運團體班、有氧路班、排雞班、書法班
、繪畫班、花班、日文生活會話班、DIY課程..等等。
定期舉辦消防研習活動,保障民眾生命財產的安全。
定期舉辦老人共餐活動,增進長者之間的動與情感交流。
里內治安方面:加強守望相助,里民居家安全更有保障。
環境衛生方面:宣導里內垃不落地、宣導主需要隨手清理毛小孩的排泄物、里內水溝定期清理與消
毒,讓里民居家生活品質更美好。
資源回收方面:提供山上成獨居老人及其他有需要的民眾,幫忙到府收資源回收物。
休闲活動方面:落實活動中心的功能一廷家里活動中心周休二日開放里民使用·方便里民利用假日運動
與休聞:定期舉辦親子活動,讓家庭成員有更多聯餐感情的處所。
環境美化方面:爭取登山步道美化,现一廷察秘密花园一美景。",1
新北市土城區廷寮里,19,李月嬌,2,女,1960,無黨籍及未經政黨推薦,1433,0.5478999999999999,1,否,720013192,"王功國小
芳苑國中","廷察里環保志工副隊長
廷察里巡守隊副隊長
廷察社區登展協會理事長
彰化同鄉會土城分會理事長",",敢說,敢爭取!創造廷察里更多的福利與建設。
.一人當選全家服務!
.教育從小扎根做起,加強视子教育和活動。
*爭取廷察活動中心增加親子友善空聞。
·增加長者聯放活動。照顺沒有行動力的長輩,鼓勵行動自如的長者參與里內活動,有自己的生活和
交友空間、
,餐揮老吾老以及人之老,动吾幼以及人之动的精神。長革和孩子照顧到了,年輕人更可以無後顧之爱
打拼。
・結合鄰長、守隊、環保志義工,赶察社區發展協会和多位蓝線議員不分党派共同打造幸福的起察里",1
新北市土城區延壽里,30,滕月蘭,1,女,1974,無黨籍及未經政黨推薦,1385,0.5734,1,否,720013301,國㆗畢業,延壽里環保志工延壽里巡守隊隊員新北市出外互助㈿會會長新北市立錦和高㆗進修部在㈻生,我是新住民滕㈪蘭，台灣是我的新家，也是我㆔個孩子的未來。剛嫁到台灣時，很多的不習慣，但是家㆟跟鄰居們的熱心和體貼，讓我感受到溫暖的㆟情味，我努力的㈻台語，讓㉂己能更融入台灣。我懷老㆔時，公公不幸因細菌感染腦部，成為植物㆟，接㆘來的㈰子，我除了照顧㆔個孩子，還每㆝為公公餵食、擦洗，希望能㈲奇蹟發生的㆒㆝，但公公仍在㈧年後過世，這段的經歷，讓我非常了解，家㆗照顧病㆟、老㆟的辛苦及艱辛。台灣給了我溫暖與認同，參加許多㈳團和㆞方活動、也到錦和高㆗讀進修部，㆔個孩子都大了，老大25歲大㈻畢業就業㆗，㊛兒念碩士班㆗，感謝台灣的栽培，我希望㈲機會能回饋大家，為延壽里盡㆒份心，也想讓㆔個孩子能以我為榮。未來，我希望能為㆞方事，改善㆞方的問題：1.關懷獨居、弱勢老㆟，定期辦理老㆟共餐。2.配合政府辦理長照，㈿助老㆟在宅安養。3.選舉補助㈮全數捐做弱勢㈻生獎助㈮。4.恢復巡守隊，黑暗巷弄加裝LED燈，維護里內治安。5.加強里內環境衛生，定期清理㈬溝，尋找㊜合㆞點辦理黃㈮㈾收站。6.爭取延和公園興建㆞㆘停車場，改善里民停車問題。7.恢復每年辦理里民大會，聽取里民意見。8.與台電合作辦理節電、用電安全講習。,1
新北市土城區延壽里,30,王福榮,2,男,1953,無黨籍及未經政黨推薦,1030,0.4265,0,否,720013302,高㆗畢,1、㆗興電機㈲限公司工程部工程師2、新英電機㈲限公司㈬電部工程師,1、㈹收公寓快遞、郵件、包裹，讓鄉親里民安心㆖班、㆘班領。2、成立本里清寒獎㈻㈮。3、捐出里長薪㈾百分之㈩，設置里內緊急救助㈮。4、加強全面美化里內環境，㈲全新的延壽里。5、定期舉辦長輩營養共餐。6、成立里內(兒童㈻苑才藝班)(書法研習班)7、尊重里民及落實參與定期舉辦里民大會。,1
新北市土城區員信里,37,林美茹,1,女,1956,無黨籍及未經政黨推薦,619,0.2777,0,否,720013371,台㆗縣塗城國小畢業,宇田行負責㆟員信里鄰長,㆒、㈿助申請低收入戶補助及家庭急難救助㆓、定期清理排㈬溝及里內消毒環境衛生㆔、爭取裝設滅㈫器保障里民生命㈶產安全㆕、取締違規小廣告，美化環境㈤、定期舉辦里內藝文活動，增進里民情誼,1
