地區,村里碼,姓名,號次,性別,出生年次,推薦政黨,得票數,得票率,當選註記,是否現任,編碼,學歷,經歷,政見,unique
桃園市龜山區龜山里,2,高曰強,1,男,1964,無黨籍及未經政黨推薦,1631,0.4503,0,否,730007021,"國立體育大學
畢業、陸軍漢
陽兵工學院專
科學校畢業
青溪國民中學
、新路國小","龜山鄉第19屆鄉民代
表、陸光村第18屆村
長、立法委員朱立倫
秘書、立法委員朱鳳
芝秘書、桃園市議員
林正峰助理、龜山青
工會會長、桃園青工
會總會長、龜山後備
導中心督導、龜山
後憲荷松協會顧問、
龜山警友站顧問、
高姜盧紀宗親會、龜
山國中、幸福國小家
長會長","1.全力推動關懷據點工作,結合在地醫療資源辦理用藥安全
健康維護、醫療詢等講座,開辦團膳、照顧年長者及弱勢
族群,讓年輕人出外打拼無後顧之憂
2.爭取全面裝設監視系統,結合警政單位,加強維護社區治安
,預防犯罪,打造安全、安心、安康的龜山里
3.結合發協會及各大社區成立老人學堂、婦女教室、青少年
課輔、幼兒團康照顧四大領域,開辦多樣性課程,提供里民
終身學習場所。
4.職業媒合,與各職介紹所聯盟,各大公司人事單位連繋,
以本里失里民優先媒介任用
5.用《心出、《聽》做起,傾聽里民聲、映民意
提供里民法律詢服務,維弱勢者權益、助解決問題。
6.持續爭取設置多功能《里集會所》,提供里民休憩、健身
聯誼、運動、學習、照的空間。
7.配合市府政策推廣,積極爭取里民利權益。",1
桃園市龜山區龜山里,2,陳國銓,2,男,1962,無黨籍及未經政黨推薦,1991,0.5496,1,否,730007022,日本大學畢業,"國立政治大學研究班
結業
國立台灣大學法律系
選讀
龜山義消中隊愛心協
會會員
龜山民防分隊顧問
龜山警友站顧問
七星獅子會會長
華碩電腦股份有限公
司資深經理","1.路要平,燈要亮,治要維護
2.定期舉辦全里敦親鄰活動
3.立關懷據點,推行長照2.0
4.定期做好-環境及下水道清潔衛生
5.立龜山里守望相助巡守隊
6.心接受所有里民各項建議,不分黨派,手共創大進的
龜山里",1
桃園市八德區霄裡里,10,袁明椿,1,男,1951,無黨籍及未經政黨推薦,573,0.417,0,否,730008101,"民國五十九年
省立桃園高中
畢業","前霄裡玉元宮總幹事
新生蘭園
官路缺福壽宮總幹事
八德區農會16、17、
18屆會員代表
霄裡里環保志工副隊
長","1.協助政府推行政令。
2.關懷弱勢及獨居老人。
3.專職專業服務里民。
4.協助里民辦理該辦事項。
5.做里民溝通之橋櫟。",1
桃園市八德區霄裡里,10,温玉紅,2,男,1959,無黨籍及未經政黨推薦,801,0.5829,1,否,730008102,"霄裡國小畢
龍岡國中畢","現任:
志永油漆工程行負責
人
霄裡國小文教基金會
董事
霄裡玉元宮總幹事","順應民意、以民意為優先,爭取里民應有的福利。
、訊息通達,利用廣播(緊急事件)及通知單(行政消息)
如停水、電、收垃圾等,迅速傳遞訊息。
三、加強推動環保志工,讓鄰里街道環境整潔。
四、落實鄉里基礎建設及維(燈亮、路、水溝優質
生活品質。",1
桃園市八德區大成里,19,邱得盛,1,男,1973,無黨籍及未經政黨推薦,1012,0.5029,1,否,730008191,桃園農工畢業,"1.八德區農會會員代
表
2.大成里福成宮常務
委員
3.大成里社區發展協
會常務理事","1.午輕有為有幹勁。
2.勤快、誠懇認真服務。
3.維護大成監視器正常運作。
4.不定期檢查火器使用期限。
5.組夜問巡守隊,不定期巡邏,加強居住安全。
6.成立屋後溝清潔除,不定期清理、維持社區環境整潔。
7.關懷獨居老人及協助勢家庭
8.協助里民需求及解決問題。
9.每年不定期鄰里環境消毒。
10.一步一腳印,用心改善大成里。",1
桃園市八德區大成里,19,游能吉,2,男,1958,無黨籍及未經政黨推薦,1000,0.4970000000000001,0,否,730008192,"茄苳國小畢。
八德國中畢","新興工商肄。大成里
第三屆第五屆里長。
福成宮主任委員、顧
問。指玄宮常務委員
。永豐宮委員。大成
國小、國中家長會副
會長建國國中家長
會副會長。衛促會主
任委員。獅子會會長
,電料聯誼會會長。","1.落實路、燈亮、水通、優質生活環境。
2.每年定期全里消毒。
3.關懷獨居老人及勢族群、並提供協助。
4.促進里內和諧、爭取里民福祉。
5.做好區公所與里民溝通橋探。",1
桃園市八德區大昌里,29,詹縣,1,男,1952,無黨籍及未經政黨推薦,970,0.5995,1,否,730008291,"雲林縣古坑鄉
山峯國小華業","八德區大昌里福興宮
總幹事
山峯國際同濟會副會
長","孝道文教推廣
、讀經班推廣
、獎勵品學兼優學生
、促進地方和諧、每年定期舉辦里民聯誼
、爭取里民福利,做好急難救助
六、用誠懇的心,為大昌里打拼",1
桃園市八德區大昌里,29,翁宗豐,2,男,1946,無黨籍及未經政黨推薦,648,0.4004,0,否,730008292,"台北專科學校
畢業","瑞利企業股份有限公
司領班
瑞興發股份有限公司
領班
中山科學研究院技術
員退休
大興社區發展協會第
四、五屆總幹事、理
事
桃園市八德慈愛志工
協會(第一屆)總幹事
瑞發社區發展協會副
總幹事","建設大昌里
1、興建大昌里集會所(為大昌里民爭取福利)
二、1、成立大昌里社區發展協會
(為本里民爭取里民福利)
2、成立大昌里社區照顧關懷據點。
(為本里老人爭取福利、辦理65歲老人免費供應營養
午餐及照顧家庭)。
3、本里辦理照顧關懷老人C級2.0關懷照顧老人。
4、成立多樣協會福利促進本里民互動、增進老人及婦女
福利。
(1)成立巡守協會 (2)成立客家協會
(3)成立新住民協會 (4)成立舞蹈協會
(5)成立歌謠協會",1
桃園市龍潭區烏林里,3,廖忠彥,1,男,1976,無黨籍及未經政黨推薦,1350,0.629,1,否,730009031,一_x0007_潛龍國小畢業二_x0007_龍潭國中畢業三_x0007_龍潭農工畢業,一_x0007_前任烏林里守望相助隊隊長二_x0007_烏樹林工業區廠商協進會會員三_x0007_現任守望相助隊龍潭中隊幹事四_x0007_現任烏林社區發展協會理事五_x0007_現任警察之友會龍潭站副站長六_x0007_上元企業社_x0007__x0007__x0007__x0007_負責人,1.爭取原山葉鋼琴內道路公設路燈設立。2.爭取原山葉鋼琴內運動公園電力系統與管理維護設立。3.協助烏林社區發展協會，關懷據點，增加各項學習課程，老人身心長照，訪視送餐。4.延續烏林里守望相助隊社區治安、災害預測教育訓練及校園安全維護，招募熱心志工。5.維持烏林里環保志工隊里內環境綠美化，定期環境清理維護，提升里民生活環境品質。6.里辦公處公告欄開放烏樹林工業區廠商協進會徵才廣告，里民優先錄取增加就業機會。7.對於龍潭觀光夜市環境維護、噪音控管、交通順暢等協議與監督。,1
桃園市龍潭區烏林里,3,張明為,2,男,1973,無黨籍及未經政黨推薦,796,0.3709,0,否,730009032,一、桃園市龍潭區潛龍國小畢業,一、龍潭鄉第19屆鄉民代表二、龍潭區區政諮詢委員三、龍潭區烏林里守望相助隊顧問四、龍潭區武漢國小家長會顧問五、龍潭區烏林里中央福德祠顧問,1.長期推動社區發展協會關懷據點，照顧弱勢家庭榮民、榮眷原住民協助安置送醫等工作。2._x0007_爭取加裝里內道路監視系統，並配合巡守隊加強取締治安犯罪人口維護社區治安，防範竊盜之發生及預防。3.繼續推動環保志工隊並配合環保署低碳社區家園之營造。4.協助里民解決法律諮詢，或任何糾紛意外之處理。5.機動巡邏里內環境衛生，主動查報廢棄之車輛或大型家具之回收。6.延續推動蕭里長任內未完成各項基礎建設等工作。,1
桃園市龍潭區祥和里,31,李珍祥,1,男,1950,無黨籍及未經政黨推薦,211,0.274,0,否,730009311,育達高商畢業,1.南亞塑膠公司助理工程師領班2.武漢里、祥和里鄰長3.武漢里志工隊副隊長,1.爭取設立祥和里里民活動中心2.爭取龍平路道路拓寬3.爭取老人弱勢族群社會福利4.成立祥和里環保志工隊5.爭取社區裝設監視器，保障居住安全6.保證路平，燈亮，水溝暢通,1
桃園市龍潭區祥和里,31,林鴻斌,2,男,1964,中國國民黨,559,0.7259,1,否,730009312,1.陸軍官校正56期─76年班文史系畢業,1.龍潭區政諮詢委員（現任）2.龍潭鄉第18、19屆鄉民代表3.元智大學社會政策學分班4.中華民國藥膳養生協會─理事長5.林姓宗親會副會長、青溪後備幹部輔導員、武漢國小家長會委員等6.國防大學陸軍指參學院89年畢業7.排連營長、指揮官─龍潭凌雲崗8.陸軍總部幕僚─行政、般作參官,「莫忘初衷」是個人念茲在茲，策勉以勤的箴言；未來更「願用自己的做到，成就鄉親的需要」，當全職、專業里長；努力方向如後：1.以民眾福祉、公共安全為首先；只要合乎公益，絕對全力爭取。2.爭取檢討建置市民活動集會中心（祥和、北興、九龍外圍部），籌設社區發展協會與老人照顧關懷據點，活絡增進民眾休閒。3.檢討爭取各巷弄監視器及擴音器裝設，提升治安維護並適時提供資訊。4.里「行政事務費」運用定期公布周知，定期發行里報刊物，以維民眾知的權利。5.中興路九龍段276巷、龍平路1107巷及天喜社區與自由街岔口，安全輔助警告號誌燈申設。6.陳厝20餘戶目前無大溝排水，檢討渠路避免水患並續辦推動龍平路貫通，以平衡區域發展。7.第11鄰300戶（含天喜別墅、大清城邑），儘速鄰別劃分，俾利行政推廣，以維護里民權益。8.本里108年度起納編為受航空噪音第一級影響（52-57分貝），申請補助回饋金運用里公設。9.規劃本里近、中期建設的願景，三不管地帶區域除名並籌建里民信仰與精神依託之土地公廟。10.辦理本里里民年度戶外教學導覽聯誼活動。結合區域特色，規劃各社區路口之門戶景觀意象。11.環保、愛心志工編成，定期環境清潔維護及落實照顧清寒、低收、單親、家中遭變、原住民…等弱勢團體各項社會福利爭取及辦理。,1
桃園市新屋區埔頂里,6,李美玉,1,女,1963,無黨籍及未經政黨推薦,919,0.5364,1,否,730011061,"社子國小、
新屋國中、
永平工商。","現任新屋區婦女發展
協會理事長
新屋徐氏宗親會理事","、爭取市府經費補助,將埔頂里大路鋪平,小路擴寬,並增
設路燈,使道路更加安全。
、定期里內清潔、整理、消毒、美化讓埔頂里乾淨美麗。
三、成立職業介紹所與各政府職介所聯盟,各大公司人事單位
連線,以本里失業里民優先媒介任用
四、向市府爭取老人、殘障、中低收入戶津貼。",1
桃園市新屋區埔頂里,6,呂理爕,2,男,1958,無黨籍及未經政黨推薦,794,0.4635,0,否,730011062,"私立清華工商
畢業","第一屆呂姓青年會會
長
第七屆埔頂社區發展
協會理事長","1.整合埔頂里里長,社區理事長等資源力量。共創社區溫馨家
園。
2.永保水要通暢、馬路要平、路要通亮。
3.誠心誠意從「聽做起,聽里民,映民意,維權益
,解決問題。",1
桃園市觀音區廣興里,3,許更生,1,男,1979,無黨籍及未經政黨推薦,545,0.5653,1,否,730012031,開南大學畢業,一、_x0007_桃園市觀音獅子會2016～2017會長二、觀音義警消防中隊顧問三、廣興社區發展協會理事四、觀音巡守中隊分隊長,一、路平、溝通、燈亮二、提高服務效率、提升服務品質三、舉辦各項活動、促進里民團結和諧,1
桃園市觀音區廣興里,3,林永焄,2,男,1979,無黨籍及未經政黨推薦,419,0.4346,0,否,730012032,明志科技大學,禾町科技有限公司負責人,1、_x0007_積極爭取經費，整修里內閒置公共用地，增設休閒運動場所，打造長青俱樂中心及帶動社區運動風氣。2、_x0007_定期舉辦各項社交活動、佳節活動、健康講座、技能才藝研習活動，提升里民生活品質。3、善用網路通訊軟體等各種管道，讓里民不錯過任何政令及活動消息。4、主動關懷老人，照顧弱勢清寒家庭，為其爭取各項社會福利。5、_x0007_推動里內綠美化，定期實施里內大掃除、資源回收、清除雜草及消毒作業，以維護里民健康。6、徹底做好里內道路平坦、路燈要亮、水溝通暢、環境要乾淨之基本要件。7、增設巷弄路口監視系統，確保里民生命財產安全。,1
桃園市觀音區三和里,7,徐智芳,1,男,1962,無黨籍及未經政黨推薦,321,0.4652000000000001,0,否,730012071,高職畢,基層特考及格。大園鄉公所村幹事。專門職業及技術人員：導遊、領隊、不動產經紀人考試及格。觀音鄉公所村幹事退休。,一.做好路平、燈亮、水溝通。二.擴大服務層面，關懷弱勢家庭。三.里內適當地點設置公佈欄，做好政令宣導。四.積極協助里民辦理各項申請案件。五._x0007_協助社區發展協會、成立老人關懷據點；爭取經費辦理社區各項活動及充實內部設施設備。六.杜絕污染源、還我清淨三和里家園。七.智慧共建三和里、芳鄰同享安樂居。,1
桃園市觀音區三和里,7,莊崇坊,2,男,1958,無黨籍及未經政黨推薦,369,0.5347,1,否,730012072,保生國小觀音國中清華高工,一、_x0007_桃園縣鐘錶眼鏡職業工會理監事二、特力屋平鎮店服務專員三、擔任保全人員四、_x0007_現任新屋觀音區莊姓宗親會理監事五、現任三和里九鄰鄰長六、_x0007_現任三和社區發展協會總幹事,1.維護道路平順。2.水溝保持暢通。3.路燈保持明亮。4.環境維護整潔。5.促進里內族群團結和諧。6.落實執行照顧弱勢族群和獨居長者_x0007_。7.積極爭取建設經費，打造里內美麗家園。,1
花蓮縣花蓮市國治里,14,林建岐,1,男,1976,中國國民黨,348,0.6945999999999999,1,否,770901141,"國治市立托兒所,明禮
國小、花國中、口維
高中、黑文科技大學。
(二專)",花蓮市公所工程隊,愛花蓮為民服務愛花蓮為民服務,1
花蓮縣花蓮市國治里,14,吳景紳,2,男,1991,無黨籍及未經政黨推薦,153,0.3053,0,否,770901142,花蓮高級育菜學校,"法笑娜烘焙坊
晟民股份有限公司","
一、配合政府政策推動里民福利。促雄社區發展
二、秉持服務謹慎的心為里民爭取福利
三勤府里區·協助里民需求並且解決問题
四、結合社區活動,辦理相單位各項防治宣導觀念
五-維持里區環境清潔防措,預防災害
六、對里區長者、勢子以開壞,定期訪問子以心提供社會福利
七、加湖安药盘,推地甲區安全,报供安心地话",1
花蓮縣花蓮市國聯里,22,陳建隆,1,男,1970,無黨籍及未經政黨推薦,726,0.4915,0,否,770901221,"1.雀立花蓮師範附屬屬
民小學
2.美当國中
3.花蓮高農
4,台灣警察專科學校
5、國立空中大學","1,花縣警察同
2.社團法人花縣谷若思全人關懷協含
1.民宿業","1.定期疏通清理水溝。檢路面洞,路橙不亮之查維修。
2.推動定期為里都環境清潔、消毒做好美化,提升里內優質生活 最質.
3.加強地方治安關懷社區居老人身心障豪娟幼购勢·單親家庭·中低收入戶,並積规協助乎取各項福利補助。
4.乎取里內設置福氧站及使據點,廖心獨居老人生活環境。
5,乎取整合從監視器到關壞據站·推動強化社區守望规助功能。打违完善社區安全调·
6.結合各級原代表爭取費,積秘營造里內新風貌。",1
花蓮縣花蓮市國聯里,22,林靜芬,2,女,1967,中國國民黨,751,0.5084000000000001,1,否,770901222,"北漬面小車業。
二、花向圈中畢業。
三、省立花鹽高工電子
科嬰菜","(一)中華民國技術士美容乙級瓶。
(二)金融保險.
(三)豐川民防小隊長。
(四)花蓮快樂狮子含副會長·","一、改善國咖里環境、成立保志工、內1個月定期街生消毒
二、加強路燉股明,增設路口視器,社區種,以能護治安
三・黑懷弱勢團體、老弱及身心障蛋低收入戶
四、結合里內藝文團隊、定期縣辦台文活動
五、協助里内宗教團體早辦節麼活動
六、改善里內各美綠化基層建设
七、爭取花莲火車站各項的標示,讓外來遊客有賓至如的感覺
全人个力為里民提供服務",1
花蓮縣花蓮市國興里,42,廖伯睿,1,男,1964,中國國民黨,1250,0.5711999999999999,1,否,770901421,空軍通校專料班,"1.空軍基地天氣中心主任
2.紅十字會陆上急救教練
3.紅十字水上安全救生教練
4.紅十字盘水上安全急流救生教線
5.紅十字盒救災隊員
6.果士大志工
7.花港天宮董事","1,推民書香文藝活動。
2.建立安全友善社區
3,營造健康休閒環境
4.照顯弱勢、助老幼.
5.资原平均分配、社區均衝發展。",1
花蓮縣花蓮市國興里,42,黃進益,2,男,1963,無黨籍及未經政黨推薦,938,0.4287,0,否,770901422,園中,"一大昌、國、永安聯合守隊、分隊長
二太昌義警小賺幹事
三永安社区發展協食呼事
四永安志工除小隊長","、推展社區福利工作、關懷社區老婦子、及單親东庭,低妝入戶。
二、全力配和园與永安大昌、聯合地守隊·精警、消防·維美社區治安,讓国周里里民有安全無的生活環瑰
二植力爭取各员公共設施,為國里里民打盘最费質的生活環境。
四推廣社區老人福利讓福氣站發揮到最大的功能。
五、加強與里民聯和意見交流
大-極力推動社區環保志工,並请花莲市清潔除協助維社區的環境清潔。
十、唯有大家定的支,才能懷同雅里,打最等智的屡住環培。",1
花蓮縣鳳林鎮北林里,8,邱煥光,1,男,1962,無黨籍及未經政黨推薦,274,0.7061,1,否,770902081,一.北林國小畢業。二.鳳林國中畢業。三.花蓮高農畢業。,一.北林國小家長會會長。二.鳳林鎮1819屆北林里里長。三.花蓮民防大隊、鳳林中隊副中隊長。,1.爭取經費，於北林重要路口，裝設監視器，防止宵小，維護北林里安全。2.路要平、燈要亮、溝要通的基本守護工作。3.照顧里上老人的居家生活，包括訪視、就醫等。4.協助里民交辦事情。5.將與社區結合，共創未來美麗的北林。,1
花蓮縣鳳林鎮北林里,8,翁林琮,2,男,1951,無黨籍及未經政黨推薦,114,0.2938,0,否,770902082,初中,國道高速公路僱員,1.全職為里民服務2.提昇里民健康福利3.活化社區生活環境,1
花蓮縣鳳林鎮長橋里,11,鄒源盛,1,男,1965,無黨籍及未經政黨推薦,357,0.594,1,否,770902111,中華工商肄業,麵包園藝造景,①爭取地方補助，於各路口裝設監視器，維護安全。②關懷老人，讓地方長者有適合他們互動的活動，爭取網路、平板電腦，老人福利。,1
花蓮縣鳳林鎮長橋里,11,鄧添喜,2,男,1957,無黨籍及未經政黨推薦,244,0.4059,0,否,770902112,高職畢業,長橋義民亭監事,全心全力為民服務,1
花蓮縣玉里鎮松浦里,11,謝德川,1,男,1971,中國國民黨,393,0.5123,1,否,770903111,"松浦國小。
玉東國中
四維高中","松調國小歷屆家長食會長。
玉東國中歷届家長食會長。
玉東國中田指導義務教練。
玉溪農會监事。","1,营边松浦里與社區團站左助的精神,促進部落的和谐,化阻力為助力。
2.積極投入農村再生計畫,美化社區環境,建講最優質的社區生活。
3.延揽社區青年與精英、適才適用,集思廣查,規划各社區未來發展之景與藍國。
4.站合警政位,加強各社區治安,防止犯罪,打地安全,安心,安康的社區。
5用心出發以聽做起,悄聽里民聲音,為民喉舌反映民意,維護權造,祝我們松浦里成幸福宜居的地方。",1
花蓮縣玉里鎮松浦里,11,陳錦忠,2,男,1964,無黨籍及未經政黨推薦,374,0.4876,0,否,770903112,"1.松浦國小。
2.玉東國中。
3.南投縣仁愛高農。
4.族認證興母
班、文化班畢業。","1.當還臺北酵棧範勞工。
2.參加北蒜族捂演講比賽第一名。
3.新北市须目協會制總干事。
4.玛谷建瑜旅北同鄉會所目
5.现任宫前部落副頭目。",".積極爭取持滑進行里内公共建设及改善社區美化等工程。
2.尊重部落,廣納合地方、會細織見,農村永經營。
3.積極爭取經費,故善各部落老人日間關僚站設備需求及健康運動器材,祝老人找回健康。
4.積極净取替促上級單位,改卷火場所的週邊設備及內部的更新,減少汙染再度傷害,保障民眾的健康,並且減少民器的抱怨及
抗争。
5.不分派、不分族料,人民有苦全力以赴,人民有喚不分查夜,不管晴兩一定前社。
6.積極取煙費,照顧扇勢家庭應有的補助及福利。
7.我願东身高民服務。沒有私心只有全心的付出。全心全意,做一個專職的里長。",1
花蓮縣吉安鄉北昌村,1,劉文賢,1,男,1964,中國國民黨,2312,0.5903,1,否,770905011,花崗國中畢業,"大進印刷社負責人
吉安鄉北昌村人文開懷協會理事長
花蓮福境宮委員兼聯誼組長
花蓮縣競技疊杯運動協會理事
北昌巡守隊前隊長
警察志工吉安中隊幹事","1.爭取縣政府、鄉公所經费辦理各項社區人文活動及環境淨化、綠美化等建設。
2.積極關懷銀髮長輩長照推動實施、婦福利,照勢族群及低收入戶。
3.用心、心、熱心、敢做敢街.為民請願服務村。
4.積爭取重要路口、社區住宅出入巷道全面装設監視系統落實社區治安,營造優質安全生活環境。
5.積極反映協調爭取民眾最大權益及福祉。
6.路燈不亮、路面坑洞下陷、排水溝堵塞迅速查報改善。
.速發動社區環保志工隊,加強社區清潔維護。",1
花蓮縣吉安鄉北昌村,1,林秀鸞,2,女,1955,中國國民黨,1604,0.4096,0,否,770905012,"南華國小畢業
吉安國中畢業","北昌副村長32年多
北昌村長助理
北昌村長秘書
北昌社區發展協會總幹事
北昌社區環境動員志工,一生奉獻北昌","一、積極繼續爭取各項建設。
二、路燈不亮、路面坑洞或下陷、排水阻塞,立即查報。
三、關懷協助弱勢,解決因難。
四、力監督各項建設、污水下水道施作。
五、不分族群、黨派、全心全意為民服務。
六、一人當選、兩人服務、無怨無悔、堅持理念、牲奉獻。",1
花蓮縣吉安鄉太昌村,3,邱耀輝,1,男,1955,中國國民黨,1053,0.5096,1,否,770905031,私立醒吾商業專科學校畢業,"內政部營建署城鄉發展分署退休。
臺灣地方法院民、刑事調解委員。
花蓮縣義警吉安中隊指導員。
財團法人犯罪被害人保護協會志工。
吉安鄉太昌守望相助巡守隊隊員。","一、誠心聽取社區民眾建言,爭取各項建設經費。
二、加強照護社區老人、障、中低收入戶等。
三、促進族群融合,發揚各民族既有文化。
四、強化社區民眾溝管道,設立眾交辦事項單。
五、加強社區民力,協助警力,維治安,保居家安全。",1
花蓮縣吉安鄉太昌村,3,張忠儀,2,男,1958,民主進步黨,1013,0.4903,0,否,770905032,"太昌國小。
吉安國中。
國光商工。",太昌國小家長會長。,"1.配合鄉公所爭取經費,化環境建設太昌村。
2.不分族群、不分派,全心全力為村民服務。
3.強化社區組織、加強社區治安,提高民眾正當休閒活動。
4.尊重族群文化,照顧低收入民眾,增進老人福利,力求社區和谐。",1
花蓮縣吉安鄉仁里村,14,范國昌,1,男,1983,中國國民黨,1803,0.5096,1,否,770905141,花蓮縣四維高級中學,"花鐘縣讓員張正治服務處
花莲縣束大門夜市各省一條街 主
吉安期義警中隊指員
仁里家政班
仁里青年志工團長
仁里燃守隊
仁里養消分隊隊員
仁里民防分隊","隆著時代的改塑,正值世代交替,身為青年惠當大园家努力奉献打拼,創法美好家園。但是,這理想在時下许多的青年看來是吃力不前好的事情,因此為了政治經驗。
選擇去當議具特助,學習如何幫助民眾陳情,爭取權益。
為了展民生濟,選捧去堂東大門各省一條街夜市任主任委食,學泡著招高、推离行銷、游活動。為了解社會公義選擇去當守隊、義消,防,守護家園。
經場多年來的努力學習成長,昌已漸漸獨當一面,在經驗的眾積下,面對難事的處理。已刃有。現在是展抱負的時候到了,除了可以為地方努力奉献外,也
芒带領時代青年向前行,相信有著路室的經驗及皇镇的果實,一定能吸引年經人投入政變的行列·面對社区老化·老人問題也是國迪切要協助的。希望落實老百老以
及人之老,幼吾幼以及人之幼的理念,共創美好之人生。",1
花蓮縣吉安鄉仁里村,14,黃瓊慧,2,女,1952,中國國民黨,1735,0.4903,0,否,770905142,國光高職畢業,"1.餐廳會計
2.警備三總隊霜員
1.助理保育員
4.吉安親公所清潔道","1.專業專毅村長,
2.全力為村民爭取應有之福利與權利。
3.做好村民與相單位之溝通橋檬。",1
花蓮縣壽豐鄉光榮村,8,林德生,1,男,1957,無黨籍及未經政黨推薦,236,0.4206,0,否,770906081,"一、花蓮高級工業職業學
校畢業
二、海軍陸戰隊專修班37
期畢業
三、台灣省警察專科學校
警員班第100期畢業","一、海軍陸戰隊上尉。
二、警政署园家公園警察大隊小隊長
三、光榮社區發展協會會計及理事。
四、花蓮縣壽豐鄉七腳川巴黎雅老部
落重建發展協會總幹事","一、全心全意村民服務,加強光榮社區發展,烏光榮村爭取應有之福利。
二、積極結合本村現有公益團體、協,提升觀光及產業發展與就業機會。
三、爭取經費,打造本村優質環境願景。",1
花蓮縣壽豐鄉光榮村,8,林政民Takiuy．Budar,2,男,1941,無黨籍及未經政黨推薦,325,0.5793,1,否,770906082,台灣省警察學校畢業,"花蓮縣警察局运佐所長
光榮部落頭目
壽豐鄉頭目聯谊食副總頭目","1、用心服務、一心一意、活化部落、推動營造商機、改善部落生活。
2、關懷老弱端、改善老人伙食問題。
3、改善居家、環境衛生、新找回光荣社區,從記憶中乾淨、整齊、清潔,曾經是台灣省指定觀摩、樸範社區
風華再現
4、推動複振、失落110年,最珍贵文化資庄大羽冠TNPI及祭歌、重新回路部落年齡陪级、在光榮部落七腳川人口
最多、最大部落、落地生根、開花果。
5推動召開部落含議,激族人有機食参與设,互相交换意見、拿取建设部落、104年部落會議早已取代過去的
村民大會",1
花蓮縣光復鄉大富村,9,劉奕貴,1,男,1950,無黨籍及未經政黨推薦,132,0.5739,1,否,770907091,"台灣軍官區司令部後備醉部
訓練班92期結業
台灣省白來水公司256
生工程初級班結業
玉里初中","光復鄉後備軍人導中心主任
花蓮縣後備指揮部顧問
花蓮縣客量會理事
花蓮縣到姓宗规會理事
光復鄉後備軍人結導中心能問
台灣白來水公司技術士","一村民的小事就是我的大事,您們的需求就是我的責任。
二,爭取地方建設,雄塔社區整潔,安全·安寧。
三、協助社區老人安養、醫療等照屬。",1
花蓮縣光復鄉大富村,9,衛金文,2,男,1961,無黨籍及未經政黨推薦,98,0.426,0,否,770907092,富添菌中,"光復鄉後備軍人導中心主任
花蓮縣後備指揮部顧問
花蓮縣客量會理事
花蓮縣到姓宗规會理事
光復鄉後備軍人結導中心能問
台灣白來水公司技術士","致力推行社區老人福利政策·提界居民生活品質,加強路養增,而提界社區人文素質的界,再而促社區產業發展。",1
花蓮縣瑞穗鄉富民村,10,吳明義,1,男,1958,無黨籍及未經政黨推薦,298,0.5797,1,否,770909101,"私立國光高級商工職業學校
畢業","現任:
一、明義工程行負責人
二、花建縣瑞穗鄉富民村牧鲁棧部落總務","「因為愛責任在」選捧「質有爭力」的境、是前的唯一方向。
一、路口增設監視器,雄地方治安,兒童、少年、女、老人權利的各項活動計畫。",1
花蓮縣瑞穗鄉富民村,10,林金山,2,男,1963,無黨籍及未經政黨推薦,216,0.4202,0,否,770909102,"花蓮鬆玉里松浦里松浦國小
花蓮鬆玉里浦里玉東國中","花蓮縣消防局富添分隊第三大隊義消
富民村吾樂天主堂副會長
富民村第七都鄰長","一、做一個全方位為村民服務。
二、痠現問題解決問題,做一個好村長。
三、聚密注意公所的施政配合村落所需进步與發展。",1
花蓮縣萬榮鄉馬遠村,5,林茂隆,1,男,1959,無黨籍及未經政黨推薦,426,0.5365,1,否,770912051,"馬遠國小、
二.富潔國中。
三内埔農工。
四.警察專科學校。","一.馬遠第三鄰鄰長。
二.萬榮鄉土審委員。
三.馬遠天主教副會長及青年會長。
四.馬遠儲蕃互助社理事(在職)。","一.平日勤到辦公喝杏阳釋公所交辦事項庭堂挥執行進度。
二隨時配合村民需要建習停公所改善生活環境(如南業造路、社區、巷道、路燈、自來水等)。
三.與村民一起監督導公所健连界建完成民遠多功能活動中心·
四.推動自己的Takivata母語教學活動。讓後代會說母語。
五加強布農Takivatamn傳統文化與技卷的疫展博承工作。
六.土地分配案盡速完成。
七.加強馬遠村環境綠化英化及各聚落出入口設立精神堡壘。",1
花蓮縣萬榮鄉馬遠村,5,馬鍾啓,2,男,1962,無黨籍及未經政黨推薦,368,0.4634,0,否,770912052,"一.馬遠國小眼。
二.富添國中華。
三.省立內埔晨工畢。
四.台灣警察專科學校一一〇期畢。
五國立空中大學附設專科部公共行政學科
系事。","曾任:台北縣警察局警員、花蓮縣警察局警員、巡佐、剛所
長、所長等取。
現任:馬違村部落會議主席,台灣基督長老毁密馬遠教會長
老。","一.徵全戰村長,全心全力民服務、不分教、共榮。
,嚴禁在部落问養家禽及流浪狗,以雜住居環境衡生。
-~九那易自來水衛生及改善工程。
四.手取基層建設及豪業道路《1-9都)增修建工程。
五.協助農民農作推廣及經濟產業提升。
大.重視文化博求及爭取唯一布農丹群國小成民族實驗學校及族部振典。
七.馬遠東光社區展協會推動長際2.0、老人健康文健站等多于關心·
八.推動全民運勤,及健康休閒活動。
三數善還社",1
